"id","year","make","model","trim1","trim2"
"8d061795121d","2013","Mazda","MAZDA6","MAZDA6","i Sport"
"8d0c34d23b06","2014","Ram","Pickup 1500","Pickup 1500","Big Horn"
"8d0d54790b66","2014","Dodge","Charger","Charger","R/T"
"8d1a6723c458","2015","Kia","K900","K900","Luxury"
"8d264e1a437c","2013","Porsche","Cayenne","Cayenne","GTS"
"8d45c3d4351e","2015","Chrysler","200","200","S"
"8d46502ea2cc","2013","Mercedes-Benz","GLK","GLK","GLK350 4MATIC"
"8d5423cb763c","2016","BMW","4 Series","4 Series","428i Gran Coupe w/Driver Assistance Pkg"
"8d66b2a8c60f","2015","GMC","Acadia","Acadia","SLT-1"
"8d6bd820c070","2013","Lexus","GS 350","GS 350","Base"
"8d7228159e0c","2014","Chevrolet","Impala","Impala","LTZ"
"8d7528fe1d74","2014","Nissan","Maxima","Maxima","3.5 S"
"8d78483ce302","2010","Acura","ZDX","ZDX","SH-AWD w/Advance"
"8d83e03e3d67","2014","Acura","TL","TL","Technology Pkg"
"8d9024752304","2013","Honda","Fit","Fit","Sport"
"8db21d3149a0","2013","Toyota","Highlander","Highlander","Base"
"8db28dbcb2fd","2014","Toyota","Camry","Camry","LE"
"8db72d2c2e5a","2015","Hyundai","Genesis","Genesis","3.8L"
"8dca6df26c58","2013","Buick","Encore","Encore","Base"
"8dda47830587","2014","Honda","Accord","Accord","EX-L V6 w/Navi"
"8dde55f00159","2013","Chevrolet","Cruze","Cruze","1LT Auto"
"8df6276019d8","2013","Nissan","Maxima","Maxima","3.5 S"
"8df89a6ea028","2012","Honda","Civic","Civic","LX"
"8dfbd0a11259","2013","Chrysler","Town and Country","Town and Country","Touring-L"
"8dfd1fc61337","2013","Chrysler","Town and Country","Town and Country","Touring-L"
"8e008275d042","2014","Subaru","Forester","Forester","2.5i"
"8e07f64b2c92","2014","Dodge","Charger","Charger","SE"
"8e0c3c81913f","2013","Nissan","Rogue","Rogue","S"
"8e16416e5883","2015","GMC","Terrain","Terrain","SLE-1"
"8e24fb737d99","2013","Buick","Enclave","Enclave","Leather"
"8e2ce055e145","2014","Chevrolet","Volt","Volt","Premium"
"8e2ed5ca2060","2013","Honda","Accord","Accord","Sport"
"8e40ba9a7948","2013","Chevrolet","Malibu","Malibu","LS"
"8e4536ce9f49","2013","Nissan","Rogue","Rogue","SV"
"8e4c4c3558eb","2013","Mazda","CX-5","CX-5","Touring"
"8e583f8195d1","2013","Acura","TL","TL","Base"
"8e6198cb990f","2012","Jaguar","XK","XK","Base"
"8e78c266b870","2014","MINI","Countryman","Countryman","Cooper"
"8e8859031b73","2009","Chevrolet","Aveo","Aveo","Aveo5 LT"
"8eb2efb35781","2013","Honda","Civic","Civic","LX"
"8ebdbaa84b8f","2014","Volkswagen","Jetta","Jetta","S"
"8ebeffb3fea2","2012","Nissan","LEAF","LEAF","SV"
"8ec30ee2dee9","2013","Chrysler","300","300","S"
"8ecc9c7d58e4","2014","Lexus","RX 350","RX 350","Base"
"8ed6bff2a20a","2015","Smart","fortwo","fortwo","pure"
"8ed97818a253","2013","Toyota","Prius Plug-in Hybrid","Prius Plug-in Hybrid","Base"
"8edfaed0cc16","2014","Lexus","ES 350","ES 350","Base"
"8ee26e7eefd8","2011","Ford","Taurus","Taurus","SEL"
"8ef3380e179a","2015","Dodge","Grand Caravan","Grand Caravan","SXT Plus"
"8ef517afd155","2013","Honda","Accord","Accord","EX-L"
"8ef61b19fc6b","2015","Mitsubishi","Lancer","Lancer","ES"
"8f15afb9ac7e","2013","Cadillac","SRX","SRX","Luxury Collection"
"8f1d58102a3d","2012","Buick","Regal","",""
"8f35dcd5b60e","2013","Honda","CR-V","CR-V","EX-L"
"8f4a1804f9ca","2015","Toyota","Corolla","Corolla","LE Eco"
"8f533148925f","2015","Toyota","Prius","Prius","One"
"8f54a6a0b59f","2013","Toyota","RAV4","RAV4","LE"
"8f57f24924b1","2015","Toyota","Prius c","Prius c","One"
"8f6c3fcedccd","2013","Hyundai","Elantra GT","Elantra GT","Base"
"8f72cdba1cbf","2015","Kia","Forte","Forte","LX"
"8f8f8a008dc6","2014","Nissan","Armada","Armada","SL"
"8f961d8f9f99","2014","Lexus","CT 200h","CT 200h","Base"
"8fa2b6c52d68","2013","Ford","Fusion Hybrid","Fusion Hybrid","SE"
"8fa5673e9150","2013","Honda","Civic","Civic","LX"
"8fbbf9a5925a","2012","Toyota","Prius","Prius","Two"
"8fe30aa1c8f8","2015","Acura","RDX","RDX","Base"
"8ff28f575879","2013","Honda","Civic","Civic","LX"
"8fff243c484a","2014","Honda","CR-V","CR-V","EX-L"
"900a639596e2","2013","Volvo","S60","S60","T5 Premier"
"901aeb7b0db9","2014","Hyundai","Sonata","Sonata","SE"
"90319209393b","2012","Toyota","Camry Hybrid","Camry Hybrid","LE"
"903c8ff6be72","2013","Honda","Accord","Accord","Sport"
"905caeec71fe","2013","Honda","Civic","Civic","LX"
"9065ed21f001","2014","Ford","Mustang","Mustang","GT Premium w/ Brembo Brake Pkg"
"90922e8cd710","2015","Ford","Fusion","Fusion","SE"
"90a5fb2c0bd1","2014","Chrysler","Town and Country","Town and Country","Touring"
"90adf05c5e96","2014","Ford","Fusion Hybrid","Fusion Hybrid","Titanium"
"90b03a5ceafe","2014","Volkswagen","Passat","Passat","S PZEV"
"90b526b38e45","2014","Hyundai","Accent","Accent","GS"
"90b65c521a8b","2014","Cadillac","XTS","XTS","Premium Collection"
"90bdde690e23","2012","Mercedes-Benz","E-Class","E-Class","E 350 w/Premium Pkg"
"90c8cd7a1e35","2014","Lexus","ES 350","ES 350","Base"
"90ceec2e3860","2014","Buick","Regal","Regal","Base"
"90d552de822d","2012","GMC","Terrain","Terrain","SLE-2"
"90e874d18573","2013","Ford","Explorer","Explorer","XLT"
"90ea4b5f292c","2013","Smart","fortwo","fortwo","pure"
"90ec77057168","2013","Hyundai","Elantra","Elantra","GLS"
"90fdd8932877","2014","Chevrolet","Spark EV","Spark EV","2LT"
"9107a022325f","2013","Toyota","Prius c","Prius c","One"
"91099a7c7b70","2014","Honda","Odyssey","Odyssey","Touring"
"910a018cad4a","2012","Honda","Civic","Civic","LX"
"91215fed5184","2014","Toyota","Sienna","Sienna","XLE 7-Passenger Auto Access Seat"
"9127be95ff86","2014","Chevrolet","Malibu","Malibu","LT"
"9132be23ec57","2013","Acura","ILX","ILX","2.0L"
"913c7bf7de08","2016","Jeep","Patriot","Patriot","Sport"
"9150f05666f0","2013","Nissan","Altima","Altima","2.5 SV"
"91520c1886bc","2014","GMC","Terrain","Terrain","SLE-1"
"9154612cb515","2015","Dodge","Challenger","Challenger","R/T"
"9161edac271c","2016","Kia","Soul","Soul","+"
"916b4ac4c315","2015","Mazda","CX-9","CX-9","Grand Touring"
"9178d44da004","2014","Lexus","RX 350","RX 350","Base W/ Comfort Pkg"
"917f262f1608","2014","Mercedes-Benz","E-Class","E-Class","E 350 Luxury 4MATIC"
"9186a3198825","2014","Kia","Forte","Forte","EX"
"91893d5fe737","2012","Ford","F-150","F-150","XL"
"919260e34a39","2013","Buick","Verano","Verano",
"9196e613e5a0","2014","Toyota","Corolla","Corolla","LE"
"91a47ca9901c","2014","Ford","F-150","F-150","SVT Raptor"
"91a862725f4e","2012","Nissan","Titan","Titan","SL"
"91ab2f7b4b2f","2014","Cadillac","SRX","SRX","Luxury Collection"
"91b1d0db1a70","2014","Acura","MDX","MDX","SH-AWD"
"91b48bd0683f","2013","Cadillac","SRX","SRX","Luxury Collection"
"91b4f3634388","2014","GMC","Acadia","Acadia","SLE-2"
"91b9d5c86ff5","2014","Chevrolet","Impala Limited","Impala Limited","LT Fleet"
"91c4a887f3c1","2013","Chevrolet","Camaro","Camaro","LT W/ RS Pkg"
"91df2d079599","2014","Kia","Forte","Forte","EX"
"91e7be3b4f60","2014","Kia","Sorento","Sorento","LX"
"91e9ccb490e2","2015","Toyota","Avalon","Avalon","XLE"
"9200fc2df32f","2015","MINI","Hardtop","Hardtop","Cooper S"
"920a63257b39","2013","Scion","xB","xB","10 Series"
"92181183c5a5","2016","Ford","Fusion","Fusion","Titanium"
"922552ed1a16","2012","Mazda","MAZDA3","MAZDA3","i Touring"
"922e277a02f4","2013","Chevrolet","Volt","Volt","Base"
"9233f8a85bbe","2011","Ford","F-150","F-150","XLT"
"923641140d53","2014","GMC","Acadia","Acadia","SLE-2"
"92386898bdb0","2013","Nissan","LEAF","LEAF","S"
"923a663509a8","2013","Chrysler","Town and Country","Town and Country","Touring-L"
"924205432546","2015","Mitsubishi","Lancer","Lancer","ES"
"924d986f0a99","2014","Chevrolet","Equinox","Equinox","LT"
"924f5356a609","2013","Honda","Civic","Civic","LX"
"925a6292d89e","2014","Chevrolet","Equinox","Equinox","LS"
"92618cef9722","2014","Ford","Fiesta","Fiesta","SE"
"9274d0b3caa8","2013","Lincoln","MKS","MKS","Base"
"929b4575e2fe","2014","Hyundai","Accent","Accent","GLS"
"929ca0ff01fe","2013","Kia","Optima","Optima","SXL"
"92b5fdf30c5e","2014","Nissan","Frontier","Frontier","SV"
"92da00a87d81","2014","Jeep","Cherokee","Cherokee","Sport"
"92dcb6fdf76a","2013","Mazda","Mazda3","Mazda3","i SV"
"92f7d53e92b5","2013","Honda","Civic","Civic","Hybrid"
"92fae56e6836","2013","Kia","Optima Hybrid","Optima Hybrid","EX"
"92faeabda7a4","2013","Lexus","RX 350","RX 350","Base W/ Premium Pkg"
"92fb291734a7","2013","Hyundai","Elantra","Elantra","Limited"
"92ff1f015411","2012","Toyota","Tacoma","Tacoma","PreRunner V6"
"9300c9a3d036","2014","Chevrolet","Traverse","Traverse","LS"
"93025ea4ce59","2014","Infiniti","Q50","Q50","Base"
"9311a629a6d1","2015","Ford","Mustang","Mustang","EcoBoost Premium"
"9316ab740450","2014","Hyundai","Elantra","Elantra","Sport"
"931c60bbf9db","2014","Lexus","CT 200h","CT 200h","Premium"
"932d925edace","2013","Kia","Optima Hybrid","Optima Hybrid","EX"
"93361e09c443","2014","Mercedes-Benz","E-Class","E-Class","E 350 Sport 4MATIC w/Sport Pkg"
"933f41a3d1d9","2013","Chevrolet","Equinox","Equinox","LT"
"93420dbb4d78","2014","Kia","Soul","Soul","+"
"934a07ebd254","2013","Honda","CR-V","CR-V","EX"
"9355c9b0c928","2014","Toyota","Prius","Prius","Two"
"93643b286b83","2012","Honda","Accord","Accord","EX"
"937d051bafdc","2014","Chrysler","300","300","C"
"937e07f438c8","2013","Ford","F-150","F-150","Lariat"
"93824c0ac51b","2014","Dodge","Charger","Charger","SE"
"93881caf9f70","2016","Dodge","Dart","Dart","SXT"
"938f4dad559a","2014","Ford","F-150","F-150","XLT"
"9390024843cd","2015","Toyota","Sienna","Sienna","LE 8-Passenger"
"93a5fe0300c9","2015","Toyota","Camry","Camry","XSE"
"93d8a760733f","2014","Chevrolet","Cruze","Cruze","2LT Auto"
"93dbf4aaef4c","2015","Ford","Expedition EL","Expedition EL","XLT W/ Towing PKg"
"93fb7297bf1a","2014","Ford","Explorer","Explorer","XLT"
"93fcd06c41d2","2014","GMC","Terrain","Terrain","SLE-1"
"94026397964f","2013","FIAT","500e","500e","Base"
"94056e23fb95","2013","Buick","LaCrosse","LaCrosse","Touring"
"9422704a5746","2015","Mazda","Mazda3","Mazda3","s Grand Touring"
"9440cef2d1b8","2012","Scion","iQ","iQ","Base"
"94567fd5f5c8","2013","Hyundai","Elantra","Elantra","GLS"
"946a6fc8192d","2013","Chevrolet","Malibu","Malibu","LT"
"947686271c3d","2013","Hyundai","Elantra","Elantra","GLS"
"947a2a6b8d69","2014","Cadillac","ELR","ELR","Base"
"947a6b8e9a98","2014","GMC","Terrain","Terrain","SLE-1"
"94872c4309c8","2012","Kia","Optima Hybrid","Optima Hybrid","LX"
"9492bbe0a9cc","2016","Hyundai","Elantra","Elantra","SE"
"94981a2640c2","2014","Toyota","Tacoma","Tacoma","V6"
"94b27268d934","2015","INFINITI","Q70L","Q70L","3.7"
"94b3141d5270","2013","Jaguar","XJ","XJ","Base"
"94b6d06deaca","2013","Kia","Soul","Soul","Base"
"94b700b03d0b","2015","Chevrolet","Volt","Volt","Base"
"94b921fe54db","2015","Dodge","Charger","Charger","SE"
"94b9ff8b6105","2015","Dodge","Challenger","Challenger","R/T Scat Pack"
"94bc4d3658e1","2015","FIAT","500","500","Pop"
"94ca125d096d","2013","Ford","Focus","Focus","SE"
"94cc89e238a8","2012","Buick","Enclave","Enclave","Leather"
"94cef49fea0c","2013","Toyota","Camry","Camry","SE"
"94d5db4a8ec7","2012","Volkswagen","Beetle","Beetle","Turbo PZEV"
"94d66879087a","2013","Ford","Fusion","Fusion","SE"
"94d99d1a8735","2014","Ford","Escape","Escape","Titanium"
"94e2cf3929d8","2013","Buick","Encore","Encore","Convenience"
"94f0a30eea08","2015","Toyota","Camry","Camry","SE"
"94f5c5baaba1","2013","Toyota","RAV4","RAV4","LE"
"94fab3726c95","2010","Honda","Ridgeline","Ridgeline","RTL w/Navi"
"9506e38d3d83","2015","Chevrolet","Cruze","Cruze","LS Auto"
"95086033b636","2014","Dodge","Durango","Durango","R/T"
"950cbf7962f7","2013","BMW","5 Series","5 Series","535i M-Sport"
"951af036e898","2014","Lexus","ES 350","ES 350","Base w/ Premium Pkg"
"9528cea39ffb","2014","Honda","Civic","Civic","EX"
"95290c270914","2015","Ford","Mustang","Mustang","EcoBoost"
"9533dd0d8362","2010","Mercedes-Benz","E-Class","E-Class","E350 Luxury"
"953616196689","2011","Hyundai","Veracruz","Veracruz","Limited Premium Pkg"
"95408181151a","2016","Toyota","Camry","Camry","LE"
"956ebb783630","2016","FIAT","500X","500X","Lounge"
"956fca2de327","2015","Chevrolet","Impala","Impala","LT"
"957c3e129e45","2012","Toyota","Prius","Prius","Two"
"95a1deec88b2","2014","Mercedes-Benz","E-Class","E-Class","E350 Sport 4MATIC"
"95b97950ceed","2014","Volkswagen","Tiguan","Tiguan","SE"
"95b9af67df16","2015","Volkswagen","Jetta","Jetta","SE PZEV"
"95cfd86a657b","2013","Cadillac","XTS","XTS","Luxury Collection"
"95f45a2fd8c8","2014","Toyota","Prius","Prius","Two"
"96064f46a016","2015","FIAT","500e","500e","Base"
"961126d0ae00","2013","Honda","Civic","Civic","LX"
"96188c659e3f","2014","Toyota","Yaris","Yaris","5-Door LE"
"961e4fa22fc1","2014","Buick","Verano","Verano","Base"
"9638155bc32a","2014","Ford","Fiesta","Fiesta","SE"
"965f893382ec","2012","Dodge","Journey","Journey","SXT"
"966c305391b6","2015","Chrysler","Town and Country","Town and Country","Touring"
"967b8877fbd4","2014","Kia","Sorento","Sorento","LX"
"96843a2a7468","2012","Buick","LaCrosse","LaCrosse","Premium 1"
"9687712c62bc","2015","Chevrolet","Impala","Impala","LT"
"968c682d086b","2014","Ford","Fusion","Fusion","SE"
"96af04be85e5","2015","Subaru","Forester","Forester","2.5i Premium"
"96b11e4bb0e7","2015","Ford","F-150","F-150","XLT"
"96bcd9595367","2015","Cadillac","SRX","SRX","Luxury Collection"
"96bfc420cf55","2014","Honda","CR-V","CR-V","LX"
"96d8b26e0794","2012","Chevrolet","Camaro","Camaro","2LT"
"96dd448c750b","2014","Kia","Forte","Forte","EX"
"96df2e2d636c","2015","Toyota","Yaris","Yaris","5-Door L"
"96e7aca3d1ca","2016","Lexus","RC 300","RC 300","Base w/Premium Pkg"
"96f77f4a8e99","2014","Toyota","Corolla","Corolla","LE"
"96f85dcf9efd","2014","Honda","Civic","Civic","LX"
"970077e6f75b","2013","Chevrolet","Malibu","Malibu","LS"
"97028ce8c38b","2014","BMW","2 Series","2 Series","228i w/M Sport Line"
"971e96e534eb","2014","Mercedes-Benz","E-Class","E-Class","E350 Luxury 4MATIC"
"97243970a242","2014","Mazda","Mazda6","Mazda6","i Touring"
"972a407c8d9a","2015","Toyota","Venza","Venza","XLE"
"97424b5f307f","2016","Ford","Fiesta","Fiesta","SE"
"974d9c6bf1d1","2014","Toyota","Yaris","Yaris","3-Door LE"
"97550a01fc5d","2015","Nissan","Versa Note","Versa Note","S Plus"
"975b0b1d6e4d","2015","BMW","3 Series","3 Series","335i xDrive"
"975ca043d432","2014","Mazda","Mazda6","Mazda6","i Sport"
"976a3cb7c4ae","2014","Ford","Edge","Edge","SE"
"976b91ad06df","2015","FIAT","500","500","Pop"
"97971a05c58f","2015","Chevrolet","Silverado 1500","Silverado 1500","LS"
"979e088adfd8","2014","Jeep","Compass","Compass","Sport"
"979e789a45f7","2013","BMW","Z4","Z4","sDrive35is w/ M Sport pkg"
"97bfac3f4250","2013","BMW","X1","X1","xDrive28i w/Ultimate Pkg"
"97c019f1a4bf","2013","Mercedes-Benz","C-Class","C-Class","C 300 Sport 4MATIC w/Premium Pkg"
"97ca0bd604eb","2016","Chevrolet","Silverado 1500","Silverado 1500","LT"
"97d2ad239f13","2015","Buick","Enclave","Enclave","Leather"
"97d382760e59","2013","Hyundai","Elantra","Elantra","GLS"
"97d93ba6a897","2013","Nissan","Rogue","Rogue","SV"
"97e0b4f8565d","2015","Toyota","Sienna","Sienna","LE 8-Passenger"
"97e4d7201261","2015","Volkswagen","Passat","Passat","Wolfsburg Edition PZEV"
"97e6360489e0","2013","Kia","Optima","Optima","LX"
"97e8035be942","2013","Smart","fortwo","fortwo","passion"
"98167874f191","2013","Honda","Accord","Accord","EX"
"981b41bfa5fb","2013","Hyundai","Elantra","",""
"981c1127953a","2014","Nissan","Rogue","Rogue","SV"
"9827fcb94ba5","2010","Hyundai","Elantra Touring","Elantra Touring","GLS"
"9841ee6bee47","2014","Mercedes-Benz","CLA","CLA","CLA250"
"984636173cfb","2013","Scion","iQ","iQ","Base"
"984807a34f52","2013","Hyundai","Sonata Hybrid","Sonata Hybrid","Limited"
"98590f932b74","2013","Toyota","Camry","Camry","SE"
"985e91ecf901","2013","Honda","Accord","Accord","EX-L"
"9875f41539a6","2015","Hyundai","Accent","Accent","GLS"
"987710ba2a0b","2014","Chevrolet","Sonic","Sonic","LT Auto"
"987c8435fbbb","2013","Lexus","ES 350","ES 350","Base"
"9887a7742f9f","2012","Ford","Mustang","Mustang","Boss 302"
"9888e86b3231","2013","Buick","Verano","Verano","Convenience Group"
"98904d86b3db","2013","Nissan","LEAF","LEAF","S"
"98973a98b221","2015","Chevrolet","Camaro","Camaro","SS"
"98a73f15056e","2013","Honda","Accord","Accord","EX-L"
"98b497839908","2014","Subaru","Outback","Outback","2.5i"
"98ba2b29a98e","2012","Honda","Civic","Civic","LX"
"98c6108551af","2014","Buick","Verano","Verano","Base"
"98c75828e49b","2013","BMW","X5","X5","xDrive50i w/Premium Pkg"
"98ca64cb52fc","2013","Toyota","Prius c","Prius c","One"
"98d149292e91","2013","Smart","fortwo","fortwo","pure"
"98db3ae45a4a","2009","Lexus","SC 430","SC 430","Base"
"98dc3bf4a888","2014","Mazda","CX-9","CX-9","Grand Touring"
"98dd14a6937e","2012","Toyota","Prius","Prius","Two"
"98ddf6db719c","2013","Toyota","Camry","Camry","SE"
"98e08ec5ca9b","2013","Jeep","Compass","Compass","Latitude"
"98e0a173b006","2014","Kia","Soul","Soul","Base"
"98eb3175553a","2014","Mazda","Mazda6","Mazda6","i Grand Touring"
"98ee0624de87","2015","Kia","K900","K900","Premium"
"98efb119d412","2015","Ford","Fiesta","Fiesta","ST"
"98f1a9aa2268","2014","BMW","3 Series","3 Series","320i xDrive"
"98f3a4088003","2014","Toyota","RAV4","RAV4","LE"
"98f7b90d2e30","2016","Toyota","Camry","Camry","LE"
"9901790df58d","2014","Honda","Civic","Civic","LX"
"992c6dac6811","2014","Cadillac","CTS","CTS","2.0T Luxury Collection"
"99320c91d78f","2012","Ford","F-150","F-150","XLT"
"9948496d3f63","2012","Nissan","Versa","Versa","1.8 S"
"994a6a2d1215","2013","Hyundai","Sonata","Sonata","GLS"
"994ad8323fed","2015","Toyota","Prius","Prius","Two"
"9950d34b4075","2014","Chevrolet","Impala","Impala","LS"
"995e76a5ddea","2014","Subaru","Impreza","Impreza","2.0i Premium"
"99639c826ea5","2011","GMC","Yukon XL","Yukon XL","Denali"
"9971e2e75e61","2015","Toyota","Corolla","Corolla","LE"
"9972326696df","2015","Lincoln","MKC","MKC","Base"
"99723b95874f","2014","Chrysler","Town and Country","Town and Country","Touring-L"
"99748e44dcc0","2012","BMW","1 Series","1 Series","128i"
"997bb7bbf1d3","2014","Kia","Optima","Optima","EX"
"999fbdd2eb36","2014","Ford","Fiesta","Fiesta","S"
"999fd0eb9ed1","2014","Hyundai","Accent","Accent","GS"
"99a8307658a9","2013","Buick","Verano","Verano","Base"
"99b0d423b6d3","2012","Honda","Civic","Civic","EX-L"
"99c68b1dd2a7","2014","Toyota","Camry","Camry","SE"
"99d194d54f6a","2014","Ford","Fusion","Fusion","Titanium"
"99d79cadd39d","2016","FIAT","500X","500X","Trekking"
"99da3a0c2d34","2013","Lexus","CT 200h","CT 200h","Base"
"99fa4b05b29c","2012","Mazda","CX-9","CX-9","Grand Touring"
"9a12233c8fc2","2015","Cadillac","SRX","SRX","Luxury Collection"
"9a2bfb24ba6e","2013","Chevrolet","Black Diamond Avalanche","Black Diamond Avalanche","LTZ"
"9a31ec728211","2013","Audi","Q5","Q5","2.0T quattro Premium Plus"
"9a4079b91770","2013","Honda","Civic","Civic","EX"
"9a42637c5ec0","2013","FIAT","500","500","Sport"
"9a4455c60c5f","2016","Chevrolet","Impala","Impala","LS Fleet"
"9a47cd66ba3d","2016","Nissan","Frontier","Frontier","SV"
"9a51fc6cd8b2","2015","Nissan","LEAF","LEAF","S"
"9a61acd322e7","2014","Chevrolet","Volt","Volt","Premium"
"9a627167e56a","2011","Honda","CR-V","CR-V","EX-L"
"9a792d245161","2014","Mercedes-Benz","CLA","CLA","CLA 250"
"9a8e88a9ae14","2015","Toyota","Prius c","Prius c","Two"
"9aa21955026b","2013","Mazda","Mazda3","Mazda3","i Touring"
"9aa8bf84d10a","2014","Kia","Sorento","Sorento","LX"
"9ab07a5be34e","2013","Kia","Soul","Soul","Base"
"9ab2a45de8c7","2016","Chrysler","300","300","C"
"9add7d064d40","2014","Volkswagen","CC","CC","R-Line"
"9aeb6d114bfe","2015","Dodge","Challenger","Challenger","SXT"
"9aed7a57647d","2013","Chevrolet","Cruze","Cruze","LS Auto"
"9af074c8fa02","2013","Nissan","Rogue","Rogue","S"
"9af616977228","2013","Hyundai","Santa Fe Sport","Santa Fe Sport","2.4L"
"9afeb1e65132","2013","Hyundai","Elantra GT","Elantra GT","Base W/ Preferred Pkg"
"9b0702a54170","2015","Mercedes-Benz","E-Class","E-Class","E 350 4MATIC"
"9b15651e1a0d","2015","Chevrolet","Cruze","Cruze","1LT Auto"
"9b184a22eb96","2015","Chevrolet","Tahoe","Tahoe","LT W/ Towing Pkg"
"9b1a0e604296","2014","Ford","Flex","Flex","SEL"
"9b3fbb2ef6d3","2013","Nissan","Rogue","Rogue","SV w/SL Package"
"9b54d5768db5","2013","Toyota","Avalon","Avalon","XLE"
"9b592701fc5d","2014","Chevrolet","Impala","Impala","LT"
"9b5c215a7370","2013","Hyundai","Elantra","Elantra","GLS"
"9b5ce8289162","2015","Nissan","Altima","Altima","2.5 S"
"9b65a6115460","2014","Audi","A4","A4","2.0T quattro Premium w/ S Line Style Pkg"
"9b68837843d2","2013","Nissan","Pathfinder","Pathfinder","Platinum"
"9b699e8dcf13","2014","Smart","fortwo","fortwo","passion"
"9b6a42641535","2016","Hyundai","Sonata Hybrid","Sonata Hybrid","Limited"
"9b6e17a6b825","2012","Cadillac","SRX","SRX","Luxury Collection"
"9b73e36a1535","2013","Honda","Accord","Accord","LX"
"9b7c20786ff6","2012","Hyundai","Sonata Hybrid","Sonata Hybrid","Base"
"9b7dd19d0354","2012","Chevrolet","Traverse","Traverse","LS"
"9b83c913f844","2014","Lexus","CT 200h","CT 200h","Base"
"9b8c086eff4b","2016","Mercedes-Benz","GLA","GLA","GLA 250 4MATIC"
"9b9e4fd3efff","2013","Toyota","Prius","Prius","Three"
"9b9f814fa8b7","2013","Buick","Encore","Encore","Leather"
"9ba164ed174e","2015","Volkswagen","Jetta","Jetta","S"
"9ba43f1cdc30","2014","Lexus","ES 350","ES 350","Base"
"9baa5c6d11eb","2015","Jeep","Cherokee","Cherokee","Latitude"
"9bb15cc3abe8","2013","Chevrolet","Malibu","Malibu","LS"
"9bb9a8923e83","2014","Volkswagen","Passat","Passat","Wolfsburg Edition PZEV"
"9bc5c96772f7","2012","Honda","CR-V","",""
"9bc9d290dda3","2013","Cadillac","SRX","SRX","Luxury Collection"
"9bcc1fb0a25f","2013","Toyota","Highlander","Highlander","Base"
"9bcec00cb99c","2014","Mercedes-Benz","CLA","CLA","CLA250"
"9be55fe76410","2013","Acura","TSX","TSX","Special Edition"
"9bef4e954e31","2015","Jeep","Cherokee","Cherokee","Latitude"
"9bf0fc45c5b4","2013","Toyota","Venza","Venza","LE"
"9c08ad02036a","2012","Toyota","Camry Hybrid","Camry Hybrid","XLE"
"9c2aa2a2482d","2014","Toyota","Prius v","Prius v","Two"
"9c2e82c23803","2013","Audi","RS 5","RS 5","quattro"
"9c30cd05bd04","2013","Lexus","GS 350","GS 350","Base"
"9c3a69d3ce10","2013","Hyundai","Elantra","Elantra","Limited"
"9c3ad5995878","2013","Audi","Q5","Q5","2.0T quattro Premium"
"9c4286493bde","2013","Lexus","CT 200h","CT 200h","F SPORT W/ Premium Pkg"
"9c43e22cf3f3","2014","Chevrolet","Impala Limited","Impala Limited","LTZ Fleet"
"9c4431c0f5b3","2013","Ford","Explorer","Explorer","XLT"
"9c56679bb0cd","2014","Mazda","Mazda6","Mazda6","i Grand Touring"
"9c7f1af70575","2015","Dodge","Challenger","Challenger","R/T Scat Pack"
"9c8483149c5a","2014","Honda","Odyssey","Odyssey","EX-L"
"9c89f0081902","2016","Jeep","Grand Cherokee","Grand Cherokee","Laredo 75th Anniversary"
"9c973a5a3b80","2013","Nissan","Altima","Altima","2.5 SV"
"9cab46905445","2012","Cadillac","SRX","SRX","Base"
"9cb19d14cdb6","2014","Toyota","Camry","Camry","SE V6"
"9cc257b449d0","2013","FIAT","500e","500e","Base"
"9cc6f12ebb3e","2015","Chevrolet","Impala","Impala","LS"
"9cc822a8ec34","2014","Nissan","Altima","Altima","2.5 SL"
"9cd1a1d0ab29","2014","Chevrolet","Sonic","Sonic","LT Auto"
"9cdebc862cc7","2015","Ford","Fiesta","Fiesta","Titanium"
"9ce18900eb7d","2014","Honda","Accord","Accord","Sport"
"9ce9e0cc7c65","2014","Subaru","XV Crosstrek","XV Crosstrek","Hybrid Touring"
"9cf3f49736c6","2013","Audi","A8","A8","4.0T quattro LWB"
"9d011ab1bdf0","2014","Toyota","Prius","Prius","Four"
"9d0166c022b9","2014","Nissan","Altima","Altima","2.5 S"
"9d01f603d9e3","2013","Lexus","RX 350","RX 350","Base"
"9d071f158e13","2012","Toyota","4Runner","4Runner","SR5 W/ Towing Pkg"
"9d11b2ccd1e1","2013","Honda","Civic","Civic","LX"
"9d149a25cc1d","2013","Hyundai","Elantra","Elantra","GLS"
"9d325b64ddc0","2013","Chevrolet","Equinox","Equinox","LT"
"9d3fe02e9736",,,,"Genesis Coupe","3.8 Ultimate"
"9d5d555d44b8","2014","Chevrolet","Equinox","Equinox","LTZ"
"9d5ed1a7f04f","2016","Jeep","Patriot","Patriot","Sport"
"9d66053526e3","2011","Chrysler","300","300","C"
"9d721c630540","2015","Toyota","Corolla","Corolla","L"
"9d8a3d5509bb","2013","Kia","Sorento","Sorento","LX"
"9d8c465a0881","2016","INFINITI","Q50","Q50","Sport"
"9d8ea404403a","2012","Acura","TL","TL","Base"
"9d90868dffb9","2013","Acura","TL","TL","Base"
"9da4945a6f0a","2014","Scion","iQ","iQ","Base"
